frame,x,y
13,61.86405,109.71898
14,397.7472,116.12707
14,319.70544,132.9562
14,324.91693,385.21887
14,326.56317,310.9425
14,97.072845,200.73079
14,61.833023,109.76873
15,319.6422,132.67923
15,396.67734,115.67492
15,324.88177,385.1726
15,97.27492,200.76465
15,326.5456,310.9491
15,61.607166,109.708176
16,319.61884,132.87543
16,396.00644,115.55061
16,324.84735,385.1829
16,97.38575,200.60498
16,326.69385,310.9242
16,61.83248,109.14883
17,319.5991,132.66238
17,97.50862,200.50276
17,396.0383,115.647095
17,324.78665,384.96588
17,326.86,310.97522
17,61.859467,109.00511
18,319.61835,132.66571
18,97.74458,200.3671
18,395.63055,115.72739
18,324.76923,384.8266
18,326.84973,311.141
18,61.925396,108.87033
19,319.67175,132.69421
19,98.11772,200.28503
19,395.5101,115.73901
19,324.772,384.85278
19,326.9118,311.21405
19,62.02516,108.572044
20,319.7805,132.71332
20,98.39175,200.2883
20,395.0305,115.70186
20,324.77786,384.8305
20,326.8852,311.05542
20,62.011192,107.86966
21,319.71533,132.9885
21,98.53934,200.25543
21,395.1656,115.73505
21,324.67755,384.89688
21,326.98975,310.98657
21,62.36583,107.615814
22,319.71198,133.14896
22,98.75156,200.22018
22,324.6095,384.94287
22,394.86737,115.92639
22,327.0007,311.00858
22,62.476273,107.30533
23,319.70068,133.23991
23,99.054855,200.19946
23,324.5716,384.918
23,394.33353,116.192406
23,327.14294,311.115
23,63.205795,106.52862
24,319.68646,133.22482
24,99.62424,200.20673
24,393.52875,116.2466
24,324.56366,384.93863
24,327.2475,311.11383
24,63.364372,106.15708
25,319.76105,133.3842
25,99.79442,200.28625
25,324.53937,385.04443
25,327.64325,311.14658
25,393.65308,116.63337
25,64.10923,105.6986
26,319.8329,133.64537
26,100.22876,200.37325
26,324.47168,385.07996
26,327.963,311.11243
26,393.3732,117.133194
26,64.79544,105.39009
27,319.8803,133.69878
27,324.37164,385.17053
27,328.1939,311.0702
27,100.53842,200.42346
27,391.5819,118.13348
27,65.12068,105.020065
28,319.86816,133.74509
28,391.43274,118.43218
28,328.5622,311.05743
28,324.43738,385.28705
28,100.78584,200.42343
28,65.327545,104.69415
29,319.86554,133.75879
29,390.98804,119.12684
29,329.42523,311.1289
29,324.16373,385.27347
29,101.26433,200.59254
29,65.52972,104.73135
30,390.4923,119.328995
30,319.9204,133.79822
30,329.48846,311.12726
30,324.15668,385.27005
30,101.432755,200.21907
30,65.92096,104.65854
31,330.45758,311.2091
31,319.932,133.85478
31,390.06018,119.422066
31,324.10834,385.24918
31,101.99579,200.22618
31,66.40433,104.38138
32,330.64142,311.2102
32,389.73865,119.53698
32,319.93085,133.95926
32,324.08392,385.23553
32,102.49658,200.28421
32,66.701096,104.25511
33,389.5678,119.782745
33,331.68665,311.32452
33,319.9491,134.01529
33,323.77472,385.23602
33,103.01873,200.31491
33,66.38999,104.40932
34,320.00604,134.2224
34,389.5352,119.91615
34,323.7278,385.2726
34,331.79382,311.31897
34,103.33866,200.33324
34,66.45358,104.21089
35,319.9845,134.21547
35,389.21997,120.24709
35,323.74097,385.29437
35,332.27283,311.30316
35,103.582985,200.32143
35,66.670784,103.97786
36,320.0061,134.216
36,323.7658,385.3035
36,389.22107,120.27405
36,332.3681,311.2743
36,103.98473,200.76706
36,67.47885,103.97616
37,389.2027,120.437164
37,319.8006,134.27359
37,323.57172,385.3478
37,332.88788,311.34885
37,104.51271,200.73895
37,67.53855,103.75989
38,319.83618,134.20512
38,388.9242,120.81867
38,323.5682,385.34808
38,332.94025,311.3598
38,105.073944,200.84886
38,67.87005,103.09325
39,319.7716,134.23027
39,333.1855,311.3885
39,323.40823,385.36328
39,389.14798,121.09924
39,105.947235,200.83
39,67.81317,100.60751
40,319.8238,134.22116
40,333.2575,311.44507
40,323.4021,385.40652
40,389.16797,120.98666
40,106.34921,200.7853
40,68.111435,100.28163
41,333.43066,311.48895
41,319.7215,134.3004
41,323.34772,385.41553
41,388.97845,121.19754
41,106.626015,200.78375
41,67.9774,100.1826
42,333.52148,311.51117
42,319.70703,134.28308
42,323.37393,385.3916
42,388.94202,121.18791
42,107.00035,200.82855
42,68.1505,99.34624
43,333.6375,311.58008
43,319.6129,134.3385
43,323.40033,385.4566
43,388.02484,121.99895
43,107.78689,200.91632
43,68.22347,98.1051
44,333.67102,311.62036
44,319.55865,134.32187
44,323.43097,385.43875
44,387.80835,122.07738
44,108.067986,200.8436
44,68.51205,97.177216
45,333.95587,311.6998
45,319.54965,134.4816
45,387.69647,122.175674
45,323.38242,385.48364
45,108.4134,200.88626
45,68.63636,96.75615
46,334.101,311.7428
46,319.5705,134.45822
46,387.47784,122.36717
46,323.56213,385.46637
46,69.11774,96.08679
46,108.827225,200.97359
47,334.21326,311.9175
47,319.55103,134.47842
47,387.27966,122.49524
47,323.6258,385.53738
47,69.38478,95.619
47,109.292816,200.9874
48,334.27612,311.9953
48,319.52887,134.5354
48,387.11896,122.675674
48,323.50397,385.5381
48,69.77452,95.2348
48,109.3277,201.11546
49,334.57608,312.15756
49,319.45062,134.5137
49,69.436485,94.69348
49,386.9309,122.59064
49,323.22223,385.6313
49,109.29719,201.11339
50,334.67053,312.28125
50,319.42194,134.51224
50,69.058174,94.138664
50,323.22247,385.6156
50,386.8042,122.62779
50,109.407715,201.236
51,334.789,312.3603
51,319.42807,134.59917
51,68.977425,93.74701
51,322.97275,385.62424
51,386.54913,122.660774
51,109.554375,201.30856
52,334.81238,312.39276
52,319.38586,134.71765
52,68.69105,93.36565
52,322.9779,385.6363
52,386.51712,122.59785
52,109.84919,201.45766
53,334.9151,312.40573
53,319.39026,134.76007
53,322.8411,385.56494
53,68.716934,93.06785
53,386.36777,122.71448
53,110.06886,201.3559
54,335.0144,312.48163
54,319.33902,134.8644
54,68.60722,92.72066
54,322.71667,385.45782
54,386.1505,122.63748
54,110.42771,201.28256
55,335.05627,312.5397
55,319.27206,134.95569
55,68.458336,92.41435
55,385.38885,122.847786
55,322.39014,385.37677
55,111.11803,201.2692
56,335.10315,312.5489
56,319.25848,134.93445
56,385.54333,122.956116
56,68.89801,92.23505
56,322.20905,385.30643
56,111.2057,201.23909
57,335.30457,312.80206
57,319.23486,135.03098
57,321.8699,385.20587
57,385.47458,122.914246
57,68.77006,92.18918
57,111.3414,201.3471
58,335.30817,312.82742
58,319.1332,135.06989
58,321.80066,385.13583
58,68.67348,92.26617
58,385.13992,122.86191
58,111.48392,201.25146
59,335.3581,312.95966
59,319.10565,135.11284
59,321.497,385.01422
59,384.75537,122.980286
59,68.51048,92.17122
59,111.56416,201.23569
60,335.39276,312.96954
60,319.0569,135.18005
60,321.5783,385.03357
60,384.51337,122.96489
60,68.275215,92.131645
60,111.76845,201.21207
61,335.4939,313.13483
61,321.23267,384.93774
61,319.097,135.2486
61,384.27094,123.05972
61,111.98597,201.37277
61,68.37259,91.90065
62,335.4388,313.3584
62,321.0934,384.9328
62,319.122,135.46483
62,112.27426,201.34195
62,383.803,123.42165
62,68.3202,91.71803
63,335.51938,313.39816
63,320.9248,384.92004
63,319.16354,135.6727
63,112.61263,201.32062
63,383.20435,124.15944
63,68.04211,91.22264
64,335.4945,313.40292
64,320.69543,384.91452
64,319.13776,135.73584
64,112.82346,201.2217
64,382.82135,124.60827
64,67.46753,91.25751
65,335.20193,313.69922
65,382.42606,124.47963
65,320.4891,384.88464
65,112.82341,201.18097
65,319.22095,135.67004
65,67.21011,90.99606
66,335.14508,313.77017
66,381.76202,124.74303
66,320.35205,384.84393
66,112.770905,201.1025
66,319.1751,135.64369
66,67.13104,90.55317
67,335.28088,313.77094
67,381.08844,125.13609
67,320.25043,384.82788
67,112.70505,201.00504
67,66.92255,90.170906
67,319.19623,135.53479
68,335.27057,313.85547
68,380.91907,125.38519
68,320.15714,384.81088
68,112.96333,200.96477
68,67.12924,89.965805
68,319.1975,135.46257
69,335.72742,313.92673
69,319.9805,384.83002
69,113.23346,201.17441
69,66.92259,89.8251
69,379.55066,125.91771
69,319.10596,135.78497
70,335.77597,314.01364
70,379.09155,126.9785
70,319.73425,384.82327
70,66.85921,89.46425
70,113.683685,201.15128
70,318.98947,136.69019
71,335.83905,314.102
71,378.8475,127.140335
71,319.5385,384.87708
71,66.73986,89.04314
71,114.056526,201.23352
71,318.79645,137.36359
72,335.8915,314.149
72,378.6031,127.1066
72,319.46234,384.88098
72,66.60516,88.7548
72,114.23659,201.19028
72,318.93823,138.42413
73,336.07123,314.24774
73,378.56052,127.42583
73,66.44605,88.81448
73,319.344,384.7444
73,115.088974,201.28937
73,318.89163,139.00198
74,377.95868,127.720314
74,336.16205,314.37305
74,66.13863,88.76841
74,319.26407,384.7308
74,115.214905,201.30368
74,318.76416,139.819
75,377.29834,128.04721
75,336.1505,314.42072
75,318.82526,140.44301
75,115.46625,201.30933
75,319.18494,384.65222
75,65.97846,88.01655
76,376.8755,128.22246
76,336.22028,314.4483
76,319.0613,140.832
76,115.48132,201.21191
76,65.7757,87.87549
76,319.10413,384.618
77,376.95923,128.50624
77,336.34824,314.55627
77,115.84413,201.36053
77,318.98187,140.98172
77,318.9141,384.5703
77,65.550896,87.97659
78,376.80817,128.75572
78,336.40726,314.63998
78,115.976456,201.3465
78,318.93213,141.74165
78,318.91727,384.5904
78,65.72708,87.90707
79,376.50458,128.91759
79,336.4737,314.65457
79,318.76746,142.88889
79,116.171906,201.50275
79,318.6445,384.46997
79,65.70156,86.779465
80,376.2781,129.08014
80,336.51794,314.73648
80,318.8297,143.41945
80,116.43681,201.39688
80,318.6341,384.50073
80,65.420906,86.56
81,336.56265,314.8933
81,375.8921,129.17833
81,318.9354,143.79074
81,116.74873,201.2475
81,318.47794,384.4052
81,65.38141,85.69092
82,336.46924,314.94928
82,116.97743,201.11719
82,318.97415,144.27646
82,375.40192,129.62401
82,318.35638,384.2529
82,65.29576,84.61334
83,336.53137,315.05017
83,117.92355,200.77194
83,318.864,144.84299
83,318.2933,384.20694
83,65.17522,83.75245
83,375.46558,129.69571
84,118.12866,200.67206
84,336.45923,315.04785
84,318.8902,145.04749
84,64.98316,83.28569
84,318.265,384.19562
84,375.09268,129.7497
85,336.53198,315.23834
85,65.445435,82.983246
85,118.370384,200.38258
85,318.86078,145.5039
85,318.23267,384.05026
85,374.79547,130.0292
86,118.65755,200.26453
86,336.4433,315.17053
86,65.4203,82.54076
86,318.90112,146.10344
86,318.30176,384.00653
86,374.29105,130.18263
87,118.75115,200.1787
87,336.5441,315.2741
87,65.22458,82.26764
87,318.98215,146.70009
87,374.02325,130.8135
87,318.23245,383.97528
88,118.93563,199.99422
88,336.42053,315.174
88,374.0361,131.00208
88,318.9735,146.76367
88,65.08918,82.039154
88,318.1754,384.0045
89,119.00258,200.00049
89,336.59473,315.21857
89,374.01675,131.19897
89,65.03053,81.493546
89,318.8907,146.99808
89,317.9386,383.9483
90,118.97365,200.01073
90,318.9969,147.30168
90,336.52924,315.2224
90,65.01606,81.14171
90,373.7705,131.31834
90,317.8952,383.98022
91,119.01635,200.05145
91,318.66644,147.73592
91,336.52707,315.23816
91,373.4171,131.57812
91,64.647766,80.67431
91,317.84186,383.9775
92,119.26049,200.06845
92,318.5182,147.92712
92,336.4909,315.22986
92,373.14798,131.70724
92,64.911514,80.56645
92,317.78583,383.95807
93,119.25521,200.03719
93,318.35175,148.10483
93,336.40082,315.2245
93,317.40283,383.773
93,372.62778,131.75386
93,64.96578,80.41828
94,119.23024,199.97989
94,318.27615,148.37286
94,336.31323,315.2451
94,65.03232,80.22078
94,317.37256,383.81863
94,371.8941,132.02066
95,119.25718,199.86258
95,318.25134,148.56529
95,336.44635,315.29138
95,317.26968,383.7544
95,65.087395,79.962715
95,371.47742,132.38254
96,119.24896,199.84691
96,318.18707,148.70508
96,336.37738,315.31256
96,317.20776,383.81818
96,65.021996,79.71496
96,371.36234,132.44794
97,119.243,199.91278
97,318.32117,148.72546
97,336.14545,315.46466
97,65.09808,79.507965
97,317.08374,383.78485
97,370.8249,132.65845
98,119.25758,199.92001
98,318.22754,148.68286
98,336.12628,315.549
98,64.98399,79.37092
98,316.94196,383.77612
98,370.3482,132.8682
99,119.41935,200.03699
99,318.12097,148.71005
99,335.9492,315.56116
99,64.8286,79.25644
99,316.86108,383.73218
99,370.24542,133.10486
100,119.528656,200.01907
100,318.11298,148.73224
100,335.9186,315.6357
100,64.53038,79.200165
100,316.95898,383.74725
100,370.05365,133.28482
101,119.55654,199.99715
101,317.98785,148.772
101,335.84888,315.72577
101,64.61336,79.064514
101,316.8432,383.7348
101,369.90833,133.39354
102,119.5139,199.95984
102,317.95822,148.77563
102,335.8429,315.7483
102,64.66024,78.996
102,316.62292,383.7223
102,369.61517,133.6169
103,119.49589,199.92566
103,317.7397,148.9223
103,335.91205,315.86163
103,64.54601,79.00181
103,316.59375,383.70792
103,369.31244,133.98224
104,119.426796,199.89816
104,317.77496,148.97314
104,64.484985,79.00268
104,335.91864,315.9588
104,369.22565,134.17386
104,316.52298,383.71234
105,119.31862,199.85666
105,317.6903,149.14966
105,335.7337,315.83197
105,64.26143,79.05083
105,369.15042,134.42197
105,316.476,383.66235
106,119.310684,199.83838
106,317.6471,149.21426
106,335.7374,315.77612
106,64.183014,78.99901
106,368.84796,134.55159
106,316.39813,383.66678
107,119.55908,199.72292
107,317.67157,149.1672
107,335.4801,315.755
107,63.985886,78.94047
107,368.47388,135.0724
107,316.46558,383.61542
108,119.705505,199.70639
108,317.65353,149.267
108,335.42526,315.90143
108,63.918465,78.893974
108,368.1016,135.20883
108,316.51703,383.62222
109,119.79564,199.58406
109,317.65765,149.23633
109,334.68863,315.91907
109,63.637684,78.966675
109,367.6803,135.43445
109,316.38947,383.5139
110,119.70212,199.56006
110,317.71545,149.32617
110,334.7048,316.0592
110,63.673363,78.95789
110,367.22205,135.6915
110,316.20612,383.49487
111,119.772865,199.38785
111,317.58942,149.47646
111,334.3523,316.23557
111,366.82098,135.7485
111,63.647236,78.98738
111,315.92014,383.53906
112,119.97075,199.40112
112,317.5485,149.54443
112,366.9601,136.00095
112,334.16052,316.4157
112,63.690292,78.93919
112,315.87042,383.57922
113,119.92257,199.36581
113,317.65314,149.60925
113,63.821194,78.92469
113,333.63434,316.74896
113,366.3138,136.28078
113,315.86536,383.51492
114,120.00777,199.36069
114,317.69086,149.76727
114,333.4369,316.81305
114,63.764862,78.96144
114,365.7488,136.58711
114,315.84436,383.51956
115,120.233536,199.36952
115,317.65167,149.8411
115,333.4265,317.13434
115,365.34656,136.93565
115,63.72425,78.962326
115,315.80096,383.50772
116,120.49277,199.40211
116,333.2879,317.09427
116,317.5985,149.94736
116,63.870037,78.92821
116,365.44702,137.2226
116,315.8384,383.5097
117,120.68032,199.38171
117,317.6147,149.91608
117,333.17477,317.09137
117,63.809616,78.856895
117,365.21692,137.52954
117,315.6056,383.49954
118,120.91156,199.48154
118,333.19202,317.208
118,317.55795,149.84802
118,364.9975,137.95946
118,63.720284,78.9219
118,315.5504,383.52344
119,333.21722,317.47235
119,120.893295,199.51904
119,317.53174,149.84012
119,63.583797,78.96916
119,364.81122,138.13727
119,315.37448,383.443
120,120.86412,199.53253
120,333.17477,317.42334
120,317.59296,149.85822
120,364.5689,138.18471
120,63.332245,79.06146
120,315.308,383.47458
121,333.1972,317.60443
121,121.01172,199.62564
121,317.66016,149.86166
121,63.302048,79.00366
121,315.2613,383.41077
121,364.39993,138.26862
122,333.26523,317.75677
122,121.29158,199.63116
122,317.5898,149.80936
122,63.40205,78.94279
122,364.33466,138.21814
122,315.24854,383.54355
123,333.154,317.80377
123,121.508766,199.67715
123,364.03308,138.75305
123,317.5539,149.84329
123,63.324,78.98673
123,315.1023,383.48602
124,121.86191,199.78076
124,333.1985,317.96576
124,364.13776,139.12146
124,317.50015,149.98099
124,63.20105,79.000465
124,314.97726,383.219
125,121.933365,199.65244
125,333.12946,317.90668
125,364.08966,139.05911
125,62.72352,78.82842
125,317.56683,150.04596
125,314.94135,383.01218
126,121.83464,199.64815
126,333.12805,318.02783
126,363.94617,139.02045
126,62.697083,78.81058
126,317.57117,150.03174
126,314.99612,383.27295
127,121.824,199.65433
127,333.15088,318.1726
127,363.94977,139.0443
127,62.786015,78.8127
127,317.57263,150.18027
127,314.9413,383.11316
128,121.91977,199.72452
128,333.20645,318.11646
128,363.9078,138.8761
128,62.81443,78.74159
128,317.4848,150.22314
128,314.93442,382.9455
129,333.22775,317.96515
129,121.834625,199.58658
129,363.96637,138.92647
129,62.72873,78.70934
129,317.57025,150.53163
129,314.7426,382.99548
130,333.3584,318.15738
130,122.10505,199.53429
130,363.81607,138.89914
130,62.73111,78.7262
130,317.54294,150.66626
130,314.4951,382.98926
131,122.59573,199.35886
131,333.38385,318.1119
131,363.7296,138.86508
131,62.67914,78.73034
131,317.6056,150.85292
131,314.2483,382.76703
132,122.68349,199.35336
132,333.41577,318.1023
132,363.621,138.97284
132,62.560966,78.74917
132,317.54877,150.96674
132,314.2801,382.75598
133,122.77428,199.44562
133,333.54633,318.38147
133,363.70032,138.93686
133,62.565735,78.70259
133,317.6294,150.9841
133,314.11298,382.81537
134,122.64639,199.47266
134,333.51294,318.46008
134,363.7542,139.16266
134,317.57556,151.05707
134,62.54773,78.68355
134,314.21146,382.7951
135,122.742226,199.50998
135,333.50327,318.38293
135,363.62018,139.42136
135,317.51837,151.07925
135,62.61254,78.62717
135,314.16922,382.6049
136,122.7619,199.55524
136,333.61038,318.56946
136,363.57526,139.47388
136,317.45605,151.0021
136,62.59571,78.58059
136,314.19196,382.54822
137,122.911896,199.53343
137,363.51233,139.69354
137,317.59747,151.26729
137,62.475708,78.52071
137,333.7905,319.06647
137,314.1379,382.5274
138,123.664024,199.47491
138,363.66107,139.75793
138,317.57794,151.3574
138,62.386467,78.57975
138,334.54193,319.3242
138,314.06177,382.41687
139,124.36671,199.45328
139,317.63794,151.54022
139,362.8553,140.51581
139,62.339592,78.597824
139,334.73325,319.59787
139,314.1001,382.3346
140,317.57532,151.51682
140,363.34064,140.30463
140,62.320858,78.61244
140,334.88574,319.96033
140,125.036606,199.60837
140,314.06064,382.43146
141,317.6302,151.9628
141,362.89032,140.45572
141,62.39323,78.57595
141,334.99603,319.85834
141,124.84061,199.75336
141,313.94553,382.17462
142,317.6808,151.83951
142,335.0064,319.7992
142,62.460453,78.50645
142,362.3853,140.74481
142,125.15398,199.67705
142,313.80075,382.17838
143,317.65442,152.0293
143,335.29218,319.98627
143,62.52927,78.53287
143,126.216995,200.03818
143,360.80118,141.67885
143,313.68927,381.95346
144,126.65369,200.1294
144,317.61395,152.61098
144,335.20612,319.86975
144,62.612965,78.58545
144,313.6942,381.95645
144,360.58435,142.03506
145,127.10773,200.111
145,317.59854,153.13452
145,335.85236,320.21307
145,62.5585,78.538666
145,313.71075,381.8015
145,360.13782,142.04796
146,127.81705,200.22253
146,317.53143,154.03972
146,62.552254,78.48838
146,336.00394,320.32596
146,313.7433,381.63446
146,359.60144,142.10402
147,128.43446,200.25905
147,317.42804,154.5215
147,62.651974,78.48442
147,336.24628,320.54468
147,358.28345,142.8317
147,313.70593,381.80576
148,128.84389,200.22604
148,317.48834,154.70285
148,62.66176,78.44295
148,336.18378,320.54413
148,357.98547,143.05824
148,313.65442,381.75464
149,317.5423,154.74362
149,129.2366,200.22424
149,62.616188,78.44621
149,336.18216,320.58533
149,357.76572,143.52771
149,313.69647,381.4337
150,317.5694,154.89908
150,336.16736,320.62354
150,62.64717,78.48827
150,129.1597,200.29906
150,357.4479,144.11093
150,313.5696,381.23273
151,317.50803,155.28601
151,357.0188,144.58163
151,336.09692,320.6344
151,129.5156,200.28233
151,62.66754,78.48664
151,313.57037,380.74707
152,356.92166,144.92493
152,317.52582,155.4574
152,336.08124,320.67462
152,62.623283,78.46361
152,129.57034,200.24994
152,313.58685,380.51172
153,356.93628,145.19858
153,317.61914,155.66458
153,336.04596,320.80457
153,62.87914,78.41998
153,129.81502,200.0595
153,313.6283,380.42084
154,356.71027,145.4936
154,317.6241,155.95401
154,336.01196,320.77512
154,129.8577,200.0462
154,63.328545,78.65589
154,313.6866,380.16965
155,356.83594,146.13469
155,317.6276,156.21844
155,335.9749,320.9513
155,63.103348,78.36708
155,130.0585,199.86862
155,313.7151,379.95084
156,356.56445,146.832
156,317.70428,156.30402
156,335.9878,320.88803
156,63.43753,78.62251
156,129.94879,199.84549
156,313.81586,379.90216
157,355.98376,147.22601
157,317.8042,156.22374
157,335.7199,320.87982
157,63.669098,78.535446
157,129.99792,199.72043
157,313.75635,379.7751
158,355.4191,147.57642
158,317.80096,156.24237
158,335.7238,320.8755
158,64.04563,78.41236
158,129.94572,199.70502
158,313.7594,379.59705
159,354.72827,148.15524
159,318.10974,156.27206
159,64.48552,78.315
159,335.5075,320.85217
159,313.74487,379.3729
159,130.09007,199.6742
160,353.97525,148.42874
160,318.11957,156.3301
160,64.741394,78.3042
160,335.3736,320.90027
160,313.6724,379.47244
160,130.08057,199.60736
161,353.58124,148.63272
161,318.19464,156.3935
161,313.61047,379.09842
161,65.51186,78.11237
161,335.26013,320.94952
161,130.24013,199.70181
162,353.28207,148.97235
162,313.60114,378.8352
162,318.1886,156.55618
162,334.78473,321.04657
162,65.85688,78.05029
162,130.2052,199.72119
163,352.9862,149.24335
163,334.6463,321.08984
163,313.53897,378.55347
163,318.2667,156.59718
163,65.96431,78.10594
163,130.13568,199.69527
164,352.5421,149.42451
164,334.57953,321.06393
164,318.22003,156.69656
164,313.5061,378.44202
164,65.80396,78.15822
164,130.13394,199.63428
165,352.5853,149.51501
165,334.45215,321.0782
165,313.4,377.75092
165,318.32587,156.82082
165,66.35879,78.04079
165,130.12819,199.62393
166,352.32605,149.62349
166,313.43494,377.5915
166,334.35223,320.9752
166,318.3271,156.69571
166,66.40705,78.02313
166,130.151,199.66534
167,334.28485,320.96124
167,351.9672,150.03087
167,313.41953,377.219
167,318.33838,156.63226
167,66.626465,77.98094
167,130.08176,199.7167
168,313.4474,376.8572
168,351.83118,150.19261
168,334.41772,320.9051
168,318.34113,156.66806
168,66.8417,77.901505
168,130.06384,199.74747
169,313.41705,376.4523
169,351.70435,150.49026
169,334.28882,320.94937
169,67.37922,77.839195
169,318.47083,156.72565
169,129.9362,199.71503
170,313.3995,376.3015
170,351.73898,150.69559
170,334.08466,320.91772
170,318.46567,156.81978
170,67.51763,77.87659
170,129.73329,199.66179
171,313.4794,375.97784
171,351.58472,150.82773
171,318.44043,156.91382
171,67.81109,77.83571
171,334.1488,320.98776
171,129.55133,199.61542
172,313.45776,375.8427
172,351.37808,150.97943
172,67.80578,77.8265
172,318.42438,156.96185
172,334.14075,321.0072
172,129.55304,199.63272
173,313.487,375.81927
173,351.29968,150.9473
173,67.72715,77.69469
173,318.5218,157.017
173,333.8487,320.88513
173,129.45457,199.82422
174,313.43964,375.74924
174,351.15173,151.01224
174,67.81525,77.71376
174,318.42133,157.12881
174,333.59274,320.7865
174,129.46072,199.84465
175,313.41595,375.56793
175,351.07434,151.14812
175,67.93198,77.7284
175,318.42523,157.21063
175,129.442,199.89798
175,333.38098,320.81863
176,313.37317,375.49335
176,68.13902,77.65206
176,350.98196,151.2463
176,318.38556,157.34424
176,129.50179,199.98247
176,333.24628,320.8283
177,68.24802,77.60631
177,313.49118,375.2587
177,351.0809,151.35818
177,318.48877,157.5015
177,129.50772,199.99335
177,333.06134,320.7587
178,68.33667,77.582855
178,313.46692,375.2873
178,318.63123,157.5098
178,351.04022,151.35422
178,129.63364,200.02103
178,332.8505,320.74225
179,68.441,77.62145
179,313.35812,375.264
179,318.60864,157.72789
179,350.97714,151.619
179,129.61354,200.02081
179,332.612,320.71362
180,68.42527,77.54896
180,313.34457,375.222
180,318.46753,157.81155
180,350.91473,151.73633
180,129.59007,200.04317
180,332.39716,320.73663
181,313.29504,375.06696
181,68.4932,77.57684
181,318.63208,157.98706
181,351.02234,151.61652
181,129.63292,199.99536
181,332.2846,320.6996
182,313.23553,375.0708
182,68.535934,77.547516
182,318.65408,157.99182
182,350.97272,151.66681
182,129.59285,200.03455
182,332.14667,320.634
183,313.23587,374.92462
183,68.558464,77.53108
183,318.70126,158.0473
183,351.02417,151.55951
183,129.52051,200.07925
183,331.97937,320.57962
184,313.2436,374.8038
184,68.53912,77.52121
184,318.66806,158.06714
184,351.00958,151.61493
184,129.52774,200.16827
184,331.84497,320.5716
185,313.1469,374.63257
185,68.96451,77.38934
185,318.67212,158.02008
185,351.1093,151.55571
185,129.34769,200.1338
185,332.00455,320.5271
186,313.17316,374.56415
186,69.20998,77.3113
186,318.69763,158.18735
186,351.11407,151.59546
186,129.37578,200.21423
186,331.86566,320.31238
187,313.17548,374.45645
187,69.37283,77.30756
187,318.69446,158.26746
187,351.12537,151.53783
187,129.28838,200.19833
187,331.77466,320.22034
188,313.17487,374.38788
188,69.43471,77.32031
188,318.6212,158.42682
188,351.0589,151.50923
188,129.21968,200.2771
188,331.76404,320.2533
189,313.16907,374.19843
189,69.40305,77.19139
189,318.62924,158.41275
189,351.2009,151.5271
189,331.65964,320.18652
189,129.20108,200.3617
190,313.1419,374.083
190,69.41611,77.19441
190,318.59058,158.51474
190,351.13593,151.53824
190,331.49115,320.1854
190,129.25702,200.43765
191,313.13577,374.02734
191,69.36867,77.13425
191,351.00064,151.53444
191,331.6306,320.4383
191,318.54852,158.56348
191,129.34573,200.45212
192,313.13745,374.00793
192,69.39435,77.0535
192,331.62573,320.51404
192,350.83752,151.50131
192,318.64368,158.69138
192,129.4054,200.53763
193,313.10522,374.03955
193,331.62823,320.44772
193,350.74384,151.35822
193,69.65595,76.917915
193,318.7804,158.48064
193,129.41383,200.54614
194,313.04663,373.98474
194,331.5756,320.44293
194,350.73035,151.3722
194,318.74466,158.53284
194,129.45204,200.58914
194,69.846924,76.64185
