frame,x,y,particle
43,318.62494,131.62236,3
43,427.26367,103.98877,7
43,495.46713,95.11725,4
43,67.8667,97.8396,2
43,177.914,73.11215,8
43,361.81238,111.54097,10
44,330.81927,311.26953,1
44,323.07892,385.3311,0
44,318.65912,131.58038,3
44,495.43768,95.04045,4
44,427.27875,104.15961,7
44,66.92767,97.820724,2
44,361.83533,111.55049,10
45,330.8485,311.42847,1
45,322.9862,385.47302,0
45,318.47153,131.86935,3
45,67.8037,96.95047,2
45,427.26028,104.24713,7
45,361.82373,111.54672,10
46,322.97385,385.51715,0
46,331.0788,311.63647,1
46,318.48547,131.78473,3
46,69.1644,96.01884,2
46,427.2743,104.26051,7
46,494.9462,95.00598,4
46,361.77875,111.5367,10
47,322.89682,385.5782,0
47,331.53616,312.67334,1
47,318.4848,131.66377,3
47,69.960014,95.93243,2
47,427.255,104.26129,7
47,178.49478,69.971016,8
47,361.79272,111.54644,10
48,322.7262,385.7002,0
48,318.4211,131.84726,3
48,332.05865,312.5166,1
48,427.4634,104.5331,7
48,69.661446,95.0612,2
48,179.9746,69.701645,8
49,318.47925,131.80898,3
49,322.7132,385.58856,0
49,331.539,312.18698,1
49,495.00714,95.72496,4
49,427.53522,105.11098,7
49,69.826965,95.3819,2
50,318.4712,131.79202,3
50,322.7249,385.56406,0
50,331.8759,312.19025,1
50,427.12158,103.643974,7
50,68.856,96.08548,2
51,322.4209,385.69336,0
51,318.46695,132.66388,3
51,332.04095,312.48108,1
51,494.3683,95.7665,4
51,68.70902,95.59443,2
52,318.46765,132.6101,3
52,322.44043,385.70435,0
52,332.07153,312.46786,1
52,68.06632,95.57774,2
53,318.47406,132.69154,3
53,332.33173,312.36725,1
53,321.7572,386.0824,0
53,494.09033,95.740234,4
53,178.54102,66.293434,8
53,427.57626,104.577576,7
54,317.85034,132.5718,3
54,332.14758,312.28552,1
54,321.76538,386.23447,0
54,179.10234,66.2485,8
55,317.9206,132.52126,3
55,332.27127,312.43835,1
55,321.75317,386.26385,0
55,179.10156,66.2907,8
55,361.9146,112.172775,10
55,493.53802,95.68761,4
56,317.98578,132.52325,3
56,332.4286,312.4909,1
56,321.78558,386.25296,0
56,178.44241,66.17291,8
56,426.44788,103.75894,7
56,361.92545,112.17167,10
56,493.16925,95.45701,4
57,320.83313,386.17114,0
57,318.01312,132.63747,3
57,332.96204,312.55194,1
57,178.52643,66.16588,8
57,361.9256,112.18053,10
57,493.23315,95.449585,4
58,320.68713,385.7972,0
58,317.9218,132.56912,3
58,332.6549,312.61188,1
58,178.9425,66.30118,8
58,361.92993,112.17534,10
58,493.21707,95.43196,4
58,68.602325,93.96207,2
59,320.68866,385.52856,0
59,317.77393,132.52576,3
59,332.59113,312.62012,1
59,178.91866,66.29593,8
59,362.04126,112.03504,10
59,68.66289,95.15156,2
60,320.91656,385.38306,0
60,318.177,131.58237,3
60,332.59546,312.58652,1
60,362.1058,112.16355,10
61,320.90277,385.4358,0
61,318.1546,131.50555,3
61,332.7611,312.6012,1
61,362.1012,112.163895,10
61,492.5617,95.79644,4
62,320.84174,385.44904,0
62,318.11108,132.16318,3
62,332.13202,313.0592,1
62,362.10718,112.19537,10
62,426.66415,108.67436,7
63,320.26752,385.90253,0
63,318.1411,132.3047,3
63,332.0495,313.03876,1
63,362.0027,112.139885,10
64,320.34485,385.76685,0
64,318.09796,132.38211,3
64,331.97424,313.00232,1
64,362.00317,112.18307,10
64,426.06775,105.11603,7
64,109.59926,69.485565,2
65,320.35876,385.78897,0
65,318.06174,132.47713,3
65,331.9218,313.22235,1
65,109.5974,69.47447,2
66,320.31342,385.84177,0
66,318.0603,132.33398,3
66,331.88803,313.56308,1
66,487.7058,97.47887,4
67,320.30374,385.81323,0
67,318.24667,132.31503,3
67,331.97107,313.59802,1
67,177.14893,65.16021,8
67,65.49696,91.751465,2
68,320.27148,386.03018,0
68,318.07462,132.48004,3
68,331.7886,313.38065,1
68,66.30577,92.43199,2
68,487.75958,97.32222,4
69,320.27307,385.6773,0
69,317.9563,132.22594,3
69,420.23123,103.00618,7
69,331.71878,313.3798,1
69,65.41767,91.75786,2
70,319.73685,385.18726,0
70,317.6592,134.3248,3
70,332.0088,313.55743,1
70,65.70228,91.8004,2
71,319.7446,385.10873,0
71,318.05493,135.04996,3
71,332.58643,313.47375,1
71,369.38968,103.470245,10
71,65.71713,90.847755,2
72,319.85696,385.013,0
72,332.86194,313.4493,1
72,317.89288,135.50113,3
72,65.101906,90.177826,2
72,369.05014,103.48357,10
73,319.76715,384.53735,0
73,332.7412,313.63528,1
73,317.82947,136.27081,3
73,65.45605,90.5125,2
73,369.24777,103.84316,10
73,419.32526,103.98239,7
74,319.77625,384.5478,0
74,332.8661,313.66238,1
74,318.0421,137.66995,3
74,64.595535,90.27082,2
74,418.3342,104.83603,7
74,367.503,104.899086,10
75,319.87683,384.4788,0
75,332.82437,313.6167,1
75,317.73175,138.32683,3
75,367.53793,104.92677,10
75,64.48357,89.57582,2
75,418.35358,104.81292,7
76,319.89246,384.52094,0
76,332.74005,313.6427,1
76,317.40656,138.47044,3
76,64.1111,88.41559,2
76,367.50986,104.92299,10
76,418.30673,104.815155,7
77,319.6447,384.5584,0
77,332.54523,314.22504,1
77,317.40692,139.28601,3
77,63.939064,88.42614,2
77,418.3213,104.5566,7
77,367.5177,104.89897,10
78,319.64807,384.55014,0
78,332.6538,314.3023,1
78,317.35724,138.47426,3
78,63.861954,87.9241,2
78,173.90234,61.98069,8
79,319.37076,384.44528,0
79,332.63147,314.17688,1
79,317.39798,140.16214,3
79,63.50901,87.232834,2
79,400.04236,106.14822,7
79,175.10583,62.201927,8
80,319.63443,384.48877,0
80,332.4475,314.26212,1
80,317.08118,141.45284,3
80,63.522785,87.52428,2
80,400.3359,106.31404,10
80,417.2516,106.43921,7
81,319.27216,384.39767,0
81,332.71445,314.5382,1
81,317.2098,142.82355,3
81,63.635284,87.66336,2
81,400.4502,106.22322,10
81,174.85222,62.474617,8
82,332.89087,314.72595,1
82,318.9173,384.3283,0
82,316.81296,143.0563,3
82,174.20232,59.904022,8
82,393.50787,118.05691,10
83,332.8474,314.71796,1
83,318.86093,384.34128,0
83,317.0561,144.77847,3
83,393.6521,118.0764,10
84,318.96442,384.57642,0
84,333.44803,314.9326,1
84,317.18002,145.06456,3
84,172.55788,61.168495,8
85,319.27255,384.08795,0
85,333.50818,314.83664,1
85,317.4054,144.63818,3
85,64.48569,83.158936,2
86,319.2373,384.07184,0
86,333.5263,314.81882,1
86,317.70258,144.91422,3
86,64.439896,83.39685,2
87,319.26004,384.12683,0
87,333.70636,315.09097,1
87,316.81775,145.14795,3
87,64.30853,83.28186,2
88,319.25806,384.0854,0
88,333.95065,315.26318,1
88,316.7337,145.21683,3
88,63.954727,82.82562,2
88,398.93213,108.448,10
89,319.2778,384.02588,0
89,333.8751,315.28943,1
89,316.90674,144.1718,3
89,64.07982,82.28251,2
89,398.92755,108.47089,10
90,319.27057,384.06693,0
90,334.02283,315.43536,1
90,317.39615,144.97682,3
90,64.26709,81.625,2
91,319.34308,383.9934,0
91,334.1081,315.42227,1
91,316.8608,145.57011,3
91,415.06207,108.04365,7
92,319.37506,383.9787,0
92,333.99384,315.3716,1
92,316.62268,145.88918,3
92,415.21106,108.21387,7
92,64.37914,81.380745,2
93,318.70938,383.97577,0
93,333.86337,315.4397,1
93,316.0822,146.64429,3
93,64.60486,81.4498,2
94,318.6656,384.07605,0
94,333.865,315.44556,1
94,316.1977,146.91632,3
94,64.813034,80.51828,2
94,413.94778,108.59145,7
95,318.7228,383.96252,0
95,333.73785,315.58813,1
95,317.12567,147.07175,3
95,64.70686,80.644485,2
95,118.17613,197.97873,17
95,412.54285,108.48799,7
96,318.58026,384.02753,0
96,334.15082,315.3399,1
96,316.8584,146.37689,3
96,63.080833,81.057594,2
96,412.70172,108.24298,7
96,118.06733,199.38419,17
97,318.56424,384.0365,0
97,333.61444,315.13553,1
97,316.84348,146.19904,3
97,63.052002,81.089455,2
97,118.26027,199.48332,17
98,318.5744,384.02094,0
98,317.03946,147.2672,3
98,333.90216,315.40036,1
98,61.493782,81.405876,2
98,118.19162,199.50302,17
99,317.7759,384.19336,0
99,317.01117,147.2832,3
99,333.59442,315.92783,1
99,62.59582,81.56884,2
99,118.10806,199.36993,17
100,318.60468,384.15298,0
100,333.58026,316.09772,1
100,317.05725,147.68109,3
100,63.31911,81.600815,2
100,118.307785,199.3002,17
101,317.69443,384.25748,0
101,333.27817,315.82697,1
101,316.74695,147.5521,3
101,63.15619,81.598145,2
101,118.97612,200.59544,17
102,317.6193,384.1492,0
102,316.77136,147.70938,3
102,333.30356,315.69357,1
102,63.58043,81.67218,2
102,118.324585,199.73016,17
103,317.62228,384.14606,0
103,333.21423,316.14594,1
103,315.8031,149.10635,3
103,63.787674,81.6736,2
103,391.32062,123.10353,7
103,118.4323,199.09189,17
104,317.66357,384.07965,0
104,333.289,316.04913,1
104,315.81036,149.11813,3
104,63.730145,81.720856,2
104,118.96066,200.28705,17
104,391.32806,123.106995,7
105,317.573,384.14417,0
105,333.3643,316.2942,1
105,315.90125,148.47324,3
105,63.59807,81.80291,2
105,118.87546,200.17102,17
105,391.31824,123.09839,7
106,317.38184,384.1961,0
106,333.11765,316.64087,1
106,316.58835,148.30547,3
106,118.93883,199.99251,17
106,63.08737,80.927155,2
107,317.42413,384.1752,0
107,334.06168,316.68466,1
107,316.59125,148.36008,3
107,63.003723,80.700516,2
107,118.97098,200.28064,17
108,332.85822,316.45157,1
108,317.5396,383.94095,0
108,316.5702,147.9659,3
108,119.22714,198.4071,17
109,317.50754,383.91803,0
109,332.50177,316.89523,1
109,316.57324,147.93301,3
109,119.17886,198.41283,17
110,317.50735,383.9233,0
110,332.7438,317.00525,1
110,316.62576,148.06714,3
110,119.21474,198.35191,17
111,316.99042,383.92126,0
111,333.873,316.99585,1
111,316.69025,148.12085,3
111,119.2086,198.07034,17
112,316.86542,383.72852,0
112,334.40137,317.6063,1
112,316.63007,148.21198,3
112,119.740234,199.36554,17
113,316.7977,383.752,0
113,316.7249,148.34006,3
113,333.11304,317.7682,1
113,119.82443,199.48053,17
113,59.45655,81.39823,2
114,316.79907,383.71582,0
114,333.19888,317.7637,1
114,316.76672,147.72168,3
114,120.01522,197.57823,17
114,58.82275,81.4094,2
115,316.78116,383.72488,0
115,333.22363,317.38354,1
115,316.80496,147.75107,3
115,120.018326,197.61617,17
115,364.32535,137.6046,7
115,62.30484,81.09299,2
116,316.79547,383.72073,0
116,333.1258,317.40637,1
116,315.74042,148.44086,3
116,120.47897,199.35274,17
116,62.307526,80.99473,2
117,316.7779,383.75858,0
117,332.18103,317.67072,1
117,316.76202,147.55661,3
117,120.50249,199.7042,17
117,62.11574,81.51074,2
118,316.7759,383.68732,0
118,472.69464,110.64848,20
118,332.01556,317.5834,1
118,316.73822,147.37201,3
118,120.733734,199.80438,17
118,61.873363,81.31636,2
119,316.6236,383.5577,0
119,316.5912,147.8635,3
119,332.0467,317.32184,1
119,120.421524,199.3902,17
119,61.889015,81.29875,2
120,316.0754,383.2114,0
120,316.42236,147.60997,3
120,471.2389,110.26401,20
120,332.75598,317.602,1
120,60.509956,81.80017,2
121,316.06378,383.17804,0
121,316.49506,147.68413,3
121,332.67596,317.65546,1
121,57.65545,81.774734,2
122,316.03906,383.117,0
122,316.48865,147.40938,3
122,332.7303,317.57047,1
122,57.54904,81.78095,2
122,470.47327,110.43494,20
123,316.03604,382.87537,0
123,470.4865,110.08745,20
123,316.4881,147.37909,3
123,332.66223,317.5582,1
123,57.596203,81.77727,2
124,315.28308,381.97632,0
124,470.63544,110.903046,20
124,333.20398,318.37723,1
124,316.4878,147.79462,3
124,57.54862,81.69446,2
124,122.3864,200.77802,17
125,316.1713,382.23996,0
125,470.96283,110.88666,20
125,333.19934,318.49933,1
125,316.45602,147.94675,3
125,122.57127,200.64572,17
126,316.21436,382.6838,0
126,470.9597,110.89693,20
126,333.1214,318.61288,1
126,316.4996,147.97775,3
126,122.47363,200.6937,17
127,316.01648,382.2779,0
127,332.78235,318.83347,1
127,316.39777,148.18811,3
127,122.56033,200.53891,17
127,423.68152,358.82538,23
128,316.03833,382.26053,0
128,470.90643,111.312065,20
128,316.38275,148.23857,3
128,332.32043,317.8145,1
128,122.76671,200.6937,17
128,57.456757,81.69116,2
129,315.41385,381.9148,0
129,332.85254,318.16913,1
129,316.41855,149.0546,3
129,122.90416,200.70288,17
129,423.7301,358.76642,23
129,57.158142,81.70675,2
130,313.6619,381.79797,0
130,332.7163,318.6772,1
130,316.39343,149.16275,3
130,122.86236,200.66116,17
130,423.76358,358.78516,23
130,57.039886,81.65697,2
131,313.3368,381.62238,0
131,332.65125,318.77533,1
131,316.7436,148.12216,3
131,123.19539,200.61075,17
131,57.125633,81.666725,2
132,313.74677,381.66827,0
132,332.71747,319.2826,1
132,316.46115,149.62122,3
132,123.22987,198.64044,17
132,59.12716,82.07022,2
133,313.66196,381.52567,0
133,333.531,319.32513,1
133,316.73755,148.84164,3
133,421.95618,358.55475,23
133,123.16591,199.13126,17
133,59.134262,82.07503,2
134,313.6739,381.51672,0
134,333.58182,319.32507,1
134,316.7269,149.10568,3
134,421.95044,358.5617,23
135,313.62122,381.4535,0
135,333.5191,319.27942,1
135,421.95374,358.57095,23
135,315.79172,150.67198,3
136,313.95038,381.3474,0
136,333.5188,319.26398,1
136,421.92993,358.6168,23
136,315.72797,150.7572,3
137,313.72433,381.2884,0
137,333.64044,319.37457,1
137,421.94702,358.62827,23
137,316.5706,149.16833,3
137,58.814194,82.03136,2
137,124.00928,200.58063,17
138,314.15662,381.27765,0
138,333.12863,319.29462,1
138,316.7514,151.31946,3
138,58.769325,81.68857,2
139,314.18127,381.30328,0
139,333.0327,319.23956,1
139,469.4119,111.55832,20
139,316.86505,151.28638,3
140,314.2358,381.3184,0
140,333.08185,319.52197,1
140,468.8517,110.98634,20
140,316.90366,151.37817,3
140,421.97208,357.8063,23
141,314.2993,381.36353,0
141,333.7071,319.58392,1
141,468.83923,110.89492,20
141,316.8686,151.81346,3
141,421.90512,357.83517,23
141,124.93808,201.36115,17
142,314.20276,381.33643,0
142,333.49646,319.60303,1
142,316.75592,151.4837,3
142,421.90076,357.8356,23
142,468.84552,111.15142,20
143,313.367,381.3332,0
143,333.11078,319.60202,1
143,467.45978,112.45538,20
143,421.31473,358.16327,23
143,125.28346,200.82565,17
143,317.2375,152.08826,3
144,312.89026,380.81085,0
144,333.0207,319.84943,1
144,466.9362,112.913284,20
144,421.31708,358.06744,23
144,316.83435,152.42358,3
144,126.326675,201.50522,17
144,52.21429,81.52176,2
145,313.4137,380.98932,0
145,316.50146,152.79958,3
145,466.9156,112.91104,20
145,333.49683,320.00378,1
145,408.88904,293.74298,25
145,52.220936,81.51949,2
145,126.19241,201.2276,17
146,313.5033,380.98236,0
146,466.54382,112.87811,20
146,333.43994,320.0332,1
146,316.54504,153.59868,3
146,408.95038,293.7774,25
146,126.77749,201.46964,17
146,422.1053,357.78033,23
146,52.45346,81.44083,2
147,312.8931,380.82367,0
147,333.5905,320.08075,1
147,316.325,153.0412,3
147,421.1082,358.10907,23
147,408.95673,293.77148,25
147,127.267586,199.94931,17
147,52.284966,81.551315,2
148,312.80176,380.79834,0
148,316.06976,152.33047,3
148,333.70465,319.99207,1
148,421.13873,358.14154,23
148,408.9487,293.77313,25
148,127.617004,200.39586,17
148,464.43555,114.59472,20
148,52.288963,81.52684,2
149,313.31638,380.80133,0
149,316.16516,152.58675,3
149,333.69028,320.0708,1
149,421.17004,358.14752,23
149,408.95972,293.77728,25
149,127.71276,200.42813,17
150,313.35675,380.54718,0
150,316.25366,152.6344,3
150,421.31995,357.87503,23
150,127.83983,200.60971,17
150,333.62863,320.13922,1
150,408.96234,293.78738,25
151,313.22867,380.41806,0
151,317.9657,152.87173,3
151,421.31805,357.91174,23
151,128.07333,200.50772,17
151,333.6629,320.33585,1
151,408.969,293.78894,25
152,313.21976,380.39246,0
152,318.27216,153.48088,3
152,421.32172,357.89948,23
152,127.82992,200.63255,17
152,333.72208,320.28748,1
152,408.9968,293.79846,25
153,313.18542,380.35797,0
153,318.79382,153.4581,3
153,421.3169,357.88867,23
153,128.83733,199.11694,17
153,409.0041,293.7984,25
153,333.84503,320.37375,1
153,51.053524,82.61723,2
154,313.1939,380.268,0
154,128.76433,198.94725,17
154,318.46375,153.09239,3
154,408.97052,293.78683,25
154,333.74988,320.34705,1
154,421.24106,358.97595,23
155,312.7898,379.98376,0
155,129.33539,199.3505,17
155,318.89404,155.07462,3
155,421.37482,357.8722,23
155,409.02664,293.8037,25
155,334.75656,320.59644,1
156,312.58508,380.45502,0
156,318.03882,154.13223,3
156,128.87758,199.28754,17
156,335.00476,321.21265,1
156,408.89783,293.3497,25
156,429.6012,119.73201,20
157,312.84045,380.56067,0
157,317.50543,154.63083,3
157,128.93665,199.2887,17
157,333.09192,320.79913,1
157,408.9359,293.3205,25
158,313.50174,380.47272,0
158,317.51025,154.61899,3
158,333.27557,320.69968,1
158,128.93323,199.2665,17
158,408.9348,293.30292,25
159,312.91666,380.49615,0
159,332.66208,320.59406,1
159,317.2517,154.5022,3
159,128.85077,199.10422,17
159,408.94504,293.2965,25
160,312.98767,380.49957,0
160,332.29565,320.63382,1
160,317.47208,154.47897,3
160,128.95047,198.96939,17
160,408.94928,293.3108,25
161,313.0431,380.3612,0
161,420.98813,355.43164,23
161,317.24612,154.87735,3
161,332.46432,320.77606,1
161,129.96747,199.29486,17
161,65.52522,80.09779,2
161,408.9348,293.3346,25
162,333.42145,321.34238,1
162,312.68542,378.45288,0
162,317.41672,154.96466,3
162,65.46428,80.01918,2
162,129.84729,199.13106,17
163,333.1903,321.60168,1
163,312.6448,378.48978,0
163,317.89844,154.7756,3
163,65.28733,79.972824,2
163,353.32547,149.78027,28
163,129.01099,199.09357,17
164,333.44238,320.9759,1
164,312.7331,378.5663,0
164,317.9181,154.91518,3
164,65.24481,79.99776,2
164,425.95975,121.83379,20
164,128.83737,199.15253,17
164,353.1418,149.89494,28
165,334.28476,321.2232,1
165,65.942085,79.861465,2
165,317.68066,155.24854,3
165,312.5221,377.9776,0
165,426.12946,121.79642,20
165,352.7698,149.24802,28
165,128.83609,198.98085,17
166,334.34772,321.13293,1
166,317.9364,155.2717,3
166,65.7751,79.82837,2
166,312.53052,378.07922,0
166,351.90125,149.98169,28
166,129.06364,198.91963,17
167,334.40063,321.20435,1
167,317.95667,155.27585,3
167,312.57092,378.28622,0
167,65.67244,79.918526,2
167,128.85332,199.24763,17
167,350.8571,150.1727,28
168,312.52695,376.4646,0
168,333.2804,320.44482,1
168,317.83984,155.84964,3
168,129.29056,199.09071,17
168,65.84057,80.38285,2
168,350.45782,150.75961,28
168,440.77026,292.47528,25
169,312.57135,376.4043,0
169,317.40488,156.30725,3
169,333.78766,320.53958,1
169,129.19324,199.2562,17
169,66.79314,79.30086,2
169,349.9636,151.08588,28
169,440.03802,292.82147,25
170,312.64944,376.4295,0
170,318.19684,156.56418,3
170,333.79257,320.55792,1
170,66.97099,79.2245,2
170,350.51526,150.85942,28
170,127.71481,199.68076,17
170,440.03394,292.7754,25
171,312.59528,376.2227,0
171,334.542,321.30957,1
171,317.5975,156.27528,3
171,66.98559,79.19523,2
171,350.09967,151.08057,28
171,128.28448,199.61499,17
171,440.03265,292.76617,25
172,312.72958,375.90192,0
172,334.5777,321.48456,1
172,317.5858,156.24976,3
172,350.15875,150.98424,28
172,66.85161,79.379715,2
172,128.26465,199.63692,17
172,440.0583,292.73108,25
173,312.77985,375.84778,0
173,318.60117,155.2891,3
173,350.86346,150.59196,28
173,333.71814,321.69702,1
173,66.56921,79.601105,2
173,128.27612,199.72833,17
173,440.0332,292.7417,25
174,312.70618,375.76184,0
174,317.21182,156.15738,3
174,67.439575,79.72657,2
174,349.6397,151.27034,28
174,332.36926,321.2724,1
174,127.961365,199.4815,17
174,439.33307,291.7635,25
175,312.76477,375.7312,0
175,317.4457,155.96347,3
175,67.45198,79.90625,2
175,332.46384,321.23862,1
175,350.11414,151.6052,28
175,127.947556,199.48999,17
175,439.32693,291.77603,25
176,312.7221,375.73764,0
176,317.29138,156.11757,3
176,67.7254,79.85331,2
176,332.23633,321.24176,1
176,128.0648,199.65103,17
176,439.32318,291.6963,25
176,349.9706,151.84808,28
177,317.92853,156.6911,3
177,312.76764,375.61533,0
177,331.83063,321.28223,1
177,350.30078,152.05003,28
177,67.709114,79.914375,2
177,128.02415,199.60971,17
177,439.34665,291.71954,25
178,317.97778,156.1091,3
178,312.65848,375.5816,0
178,350.3547,150.45424,28
178,332.03186,321.49774,1
178,67.703674,79.94912,2
178,128.27162,199.76614,17
178,440.19342,292.7025,25
179,318.11954,156.13177,3
179,312.77902,375.79422,0
179,349.8484,150.70184,28
179,331.43253,321.45,1
179,67.743935,79.896,2
179,438.7337,292.28162,25
179,128.1194,199.55463,17
180,317.5597,156.4004,3
180,312.75153,375.73944,0
180,350.26175,150.95401,28
180,67.668304,79.97839,2
180,331.6185,321.59705,1
180,438.71674,292.61,25
180,128.91917,199.30632,17
181,318.2204,156.55151,3
181,312.7904,375.5382,0
181,349.16394,151.78925,28
181,331.64362,321.49603,1
181,67.65301,80.00421,2
181,128.89388,199.36847,17
181,438.9976,291.9192,25
182,318.37762,156.62482,3
182,312.761,375.5158,0
182,349.7135,153.10037,28
182,331.74677,321.58044,1
182,67.57984,79.92258,2
182,128.55783,199.52145,17
182,439.02652,291.80457,25
183,318.12604,156.60571,3
183,312.7458,375.511,0
183,330.68488,321.1781,1
183,67.464676,79.79025,2
183,349.80066,152.7056,28
183,128.53336,199.34572,17
183,439.02283,291.79626,25
184,318.22345,156.64198,3
184,312.70746,375.41962,0
184,349.832,152.78046,28
184,438.34955,292.86493,25
184,330.7106,321.30096,1
184,67.501175,79.62434,2
184,128.62456,199.43254,17
185,318.29425,156.66336,3
185,313.54486,374.72128,0
185,331.2365,321.0212,1
185,66.95775,79.46376,2
185,350.1529,152.62364,28
185,128.50015,199.65396,17
185,437.888,291.89032,25
186,318.2804,156.5676,3
186,313.53442,374.78647,0
186,438.22656,292.80322,25
186,331.61337,320.8542,1
186,67.07827,79.46269,2
186,350.08377,152.39539,28
186,127.98968,199.83273,17
