frame,x,y,particle
187,318.21848,156.40027,3
187,313.56494,374.57172,0
187,330.82516,320.5498,1
187,438.2114,292.81458,25
187,349.69348,152.41292,28
187,127.78065,200.00702,17
187,67.98665,78.382355,2
188,331.30356,321.14618,1
188,317.84464,156.89838,3
188,313.2429,373.94168,0
188,68.00677,78.35089,2
188,350.079,152.90733,28
188,127.728226,199.92456,17
189,331.18912,321.48877,1
189,318.0649,156.84413,3
189,313.21246,373.89923,0
189,68.23083,78.55984,2
189,127.828606,200.01712,17
189,350.40247,152.84866,28
190,331.32565,321.34955,1
190,318.0205,156.7262,3
190,313.10095,373.8681,0
190,350.29663,152.5617,28
190,68.24606,78.73425,2
190,128.06744,199.99966,17
190,420.73938,348.40363,25
191,331.19092,321.2787,1
191,317.87543,156.5906,3
191,313.15985,373.78418,0
191,349.9182,152.37584,28
191,68.37271,78.812614,2
191,127.98633,200.122,17
192,331.03412,322.76538,1
192,313.08173,373.63934,0
192,318.3874,155.99417,3
192,349.20605,152.99347,28
192,68.57417,77.5167,2
192,128.24725,200.57034,17
192,420.85254,348.57135,25
193,331.0541,322.65182,1
193,318.97995,155.35489,3
193,313.0664,373.63287,0
193,349.32135,152.57956,28
193,128.14972,200.64801,17
193,420.84955,348.5703,25
193,68.29387,79.097565,2
194,318.93433,155.39627,3
194,331.066,322.68353,1
194,313.05157,373.61572,0
194,349.33087,152.55908,28
194,128.2421,200.54747,17
194,420.85016,348.57248,25
194,68.78978,79.31253,2
195,331.11343,321.81268,1
195,319.04843,154.62112,3
195,313.05573,373.67874,0
195,350.35825,152.97557,28
195,127.96071,200.67116,17
195,420.84125,348.5758,25
196,331.03842,321.5868,1
196,318.8714,155.00919,3
196,313.09207,373.73956,0
196,350.38678,152.82812,28
196,128.71953,200.50949,17
196,420.84277,348.57382,25
197,331.00677,321.26636,1
197,318.6622,155.89874,3
197,313.1855,373.68842,0
197,350.33444,152.87231,28
197,128.04904,200.44148,17
197,420.84695,348.57104,25
198,330.99762,321.1712,1
198,318.81,155.42317,3
198,313.1695,373.8225,0
198,350.43356,152.88457,28
198,420.83655,348.57657,25
198,127.05252,201.24359,17
199,331.04626,321.15115,1
199,318.6353,156.07114,3
199,312.9278,373.7433,0
199,350.7697,152.69153,28
199,126.93541,201.21384,17
200,331.04272,321.07117,1
200,318.55872,156.20602,3
200,312.9234,373.60257,0
200,126.90129,201.26398,17
200,350.59003,152.71365,28
201,330.87164,321.25668,1
201,318.60065,155.89896,3
201,312.6206,373.03375,0
201,126.85404,201.24399,17
201,350.37622,152.76617,28
202,331.1222,320.34207,1
202,318.77136,156.7846,3
202,312.67603,373.14526,0
202,350.3648,152.25252,28
202,126.83406,201.29143,17
202,69.561005,78.47449,2
203,331.03537,320.55353,1
203,318.8917,156.95032,3
203,312.70764,372.9853,0
203,69.907166,78.19426,2
203,126.84303,201.28517,17
203,350.2472,152.25095,28
204,331.52127,321.32074,1
204,318.85974,156.88403,3
204,312.36243,372.72504,0
204,69.360176,77.99745,2
205,331.49304,321.2909,1
205,318.92975,156.87775,3
205,312.39795,372.7277,0
205,127.48926,201.05074,17
205,69.295105,78.15895,2
206,331.4571,321.30756,1
206,312.44824,372.8128,0
206,319.11414,153.73938,3
206,69.27083,78.05637,2
206,127.35189,201.07396,17
207,331.89285,321.78223,1
207,312.44904,372.78415,0
207,319.03476,154.66786,3
207,127.45166,201.00992,17
207,69.31671,77.74629,2
208,331.94513,322.68817,1
208,312.4933,372.75085,0
208,319.09387,154.79205,3
208,69.315735,78.24193,2
208,127.4262,201.18724,17
209,331.63806,321.35556,1
209,319.21747,156.64725,3
209,312.59778,372.7381,0
209,127.40733,201.41519,17
209,69.249405,78.57413,2
210,331.5672,321.47815,1
210,319.48624,153.10474,3
210,312.69812,372.75238,0
210,69.463585,77.96825,2
210,127.32813,201.35489,17
211,331.4334,320.8435,1
211,319.37042,157.00421,3
211,312.735,372.84283,0
211,69.98333,77.66328,2
211,127.31879,201.4173,17
212,331.31668,320.79114,1
212,319.6222,156.36542,3
212,312.65146,372.88562,0
212,70.12725,77.413666,2
212,352.9812,151.24524,28
213,332.0675,322.31192,1
213,312.67957,372.77228,0
213,319.58267,156.88022,3
213,71.47321,76.21912,2
213,127.26524,202.81392,17
214,312.61145,372.72357,0
214,332.63934,320.9159,1
214,319.40842,156.92365,3
214,352.17218,150.95651,28
214,71.73484,76.191986,2
214,127.255035,202.78604,17
215,312.72675,372.93103,0
215,331.76263,320.77637,1
215,319.62564,156.38858,3
215,352.0491,151.108,28
215,71.8211,76.022354,2
215,127.40186,202.81163,17
216,312.33417,372.39197,0
216,319.7051,152.04774,34
216,332.59793,320.83752,1
216,351.80176,151.42896,28
216,71.394485,75.75206,2
216,319.32672,158.33078,3
217,312.24402,372.28778,0
217,319.94617,152.37927,34
217,333.35168,321.42722,1
217,71.72412,75.040985,2
218,312.3178,372.32407,0
218,319.39557,154.47778,34
218,332.4886,320.66833,1
218,71.14952,75.19631,2
218,318.78546,158.31717,3
219,312.3003,372.24405,0
219,319.36426,155.34299,34
219,326.05518,318.8224,1
219,71.84883,75.388115,2
219,350.40457,150.88625,28
220,319.45587,154.46628,34
220,312.19354,372.18817,0
220,325.80573,318.735,1
220,71.719376,75.08768,2
220,350.3793,150.72748,28
220,318.88647,158.2814,3
221,319.91595,157.14325,3
221,312.3234,372.07037,0
221,326.2544,318.22357,1
221,352.31332,151.68747,28
221,71.82811,75.35681,2
222,319.42838,157.92969,3
222,312.42438,372.02002,0
222,326.6772,318.2204,1
223,319.79916,157.14087,3
223,312.49908,371.99988,0
223,326.32672,317.86334,1
223,352.14642,150.8731,28
224,312.60028,372.33875,0
224,319.706,158.22687,3
224,326.01666,318.08087,1
224,319.94547,151.91397,34
224,352.39743,151.12666,28
225,312.68683,372.3379,0
225,319.68665,157.5061,3
225,326.0152,317.11615,1
225,352.98853,149.62935,28
225,132.65915,201.98813,17
226,312.69952,372.311,0
226,319.67792,157.11502,3
226,326.31958,317.4184,1
226,352.7256,148.38397,28
226,132.19604,202.24464,17
227,319.9252,151.99513,34
227,311.54156,371.6996,0
227,326.43747,317.93512,1
227,456.05707,123.16275,36
227,133.61577,202.28497,17
228,311.19366,372.19357,0
228,320.10498,152.02884,3
228,325.5847,319.17853,1
228,355.22516,145.35025,28
228,138.3877,202.0535,17
228,73.261826,74.73216,2
228,352.3855,148.758,34
229,351.19608,154.73453,34
229,311.11932,372.12482,0
229,321.9463,317.83514,1
230,311.20538,372.1182,0
230,349.5821,156.83313,34
230,322.9157,321.54175,1
231,311.35065,372.3322,0
231,425.10086,144.22537,36
231,348.51495,159.74554,34
231,320.64868,320.31323,1
231,136.64574,202.98895,17
231,314.92136,169.7009,3
232,311.3359,372.2414,0
232,348.43848,160.01678,34
232,315.0927,169.36038,3
232,322.28546,322.11725,1
232,136.6612,203.14261,17
233,311.31732,372.30493,0
233,348.87283,159.2272,34
233,424.7796,144.34015,36
233,315.23904,169.02861,3
233,321.4109,321.8415,1
234,311.30444,372.18823,0
234,425.08386,144.75226,36
234,315.51468,171.48119,3
234,348.39856,160.10123,34
234,72.77253,74.32143,2
234,321.28906,321.74835,1
234,139.28618,203.76459,17
235,311.1904,372.1115,0
235,424.80762,145.52243,36
235,348.59583,159.8977,34
235,315.71094,171.39606,3
235,72.848526,74.25778,2
235,321.07233,321.7037,1
235,139.71037,203.86699,17
236,311.1569,372.0266,0
236,315.80963,172.07703,3
236,348.41193,160.64966,34
236,72.82187,74.06703,2
236,138.88055,204.01021,17
236,321.23816,320.84854,1
237,314.93933,172.75467,3
237,310.6168,372.3504,0
237,72.74104,73.99617,2
237,348.36063,162.25499,34
237,321.97446,320.98685,1
237,139.08328,203.96771,17
238,314.86462,172.71117,3
238,311.32733,372.23578,0
238,348.22943,162.59592,34
238,72.91399,74.15126,2
238,321.0959,320.24756,1
238,139.24591,204.0122,17
239,311.96008,371.98773,0
239,348.6254,162.48747,34
239,320.8822,320.87354,1
239,316.03836,171.29997,3
239,74.95035,74.46342,2
239,139.31029,203.92627,17
240,312.4239,372.0027,0
240,348.25897,163.80038,34
240,315.73566,171.95432,3
240,320.63843,320.74,1
240,74.81467,74.63899,2
240,139.92258,205.12604,17
240,423.28943,144.82207,36
241,312.361,371.96857,0
241,347.96854,165.35501,34
241,314.55914,171.8901,3
241,320.73932,320.86172,1
241,74.666115,74.66641,2
241,140.22742,205.07466,17
242,312.35498,371.96423,0
242,314.80103,172.8269,3
242,347.9737,165.4441,34
242,140.67436,205.1158,17
242,74.62207,74.80946,2
242,320.51355,320.3921,1
243,311.67773,371.55173,0
243,314.8158,173.01328,3
243,348.06836,164.14215,34
243,140.27415,205.35172,17
243,320.10703,319.3924,1
243,74.470474,75.06126,2
244,312.19543,371.74023,0
244,140.09721,205.37515,17
244,314.97202,173.21057,3
244,74.392746,75.20224,2
244,320.43246,320.15887,1
244,348.0147,163.04543,34
245,311.68152,371.47064,0
245,74.894356,75.153984,2
245,314.9902,173.3937,3
245,141.3914,205.66757,17
245,319.86426,319.00604,1
245,348.43124,163.72383,34
246,311.66617,371.43286,0
246,141.55252,206.04935,17
246,74.787605,75.177414,2
246,319.7978,318.7887,1
246,314.9867,173.6784,3
246,348.63275,164.49045,34
247,311.65146,371.39624,0
247,314.93893,175.45471,3
247,142.84866,206.08536,17
247,320.2824,318.7811,1
247,74.76734,76.05412,2
247,348.3039,164.41714,34
248,311.51263,372.1867,0
248,315.15082,175.86569,3
248,142.89165,206.2084,17
248,319.94418,318.97763,1
248,348.54242,164.4834,34
248,74.30102,76.37903,2
249,311.5138,372.1847,0
249,314.9792,175.55325,3
249,142.48433,205.85562,17
249,319.93338,318.93463,1
249,348.57098,164.44316,34
249,74.301765,76.45264,2
250,311.46008,372.38644,0
250,143.10707,206.31815,17
250,315.10107,176.34195,3
250,319.96112,318.79327,1
250,348.52667,164.4202,34
250,73.99879,76.695465,2
250,452.29062,136.29907,36
251,311.42194,372.47882,0
251,142.97916,206.31302,17
251,314.9532,176.57126,3
251,348.4779,164.47101,34
251,73.92152,76.43359,2
251,320.68164,320.3814,1
251,452.28577,136.36469,36
252,142.51956,206.80832,17
252,311.39334,372.01904,0
252,314.84967,177.62999,3
252,452.3141,136.33762,36
253,142.67691,207.24821,17
253,311.388,371.96545,0
253,314.80988,177.17902,3
253,452.4245,136.40796,36
254,143.38489,207.13684,17
254,311.41595,371.87384,0
254,314.83765,177.27325,3
254,452.44553,136.40085,36
255,314.96732,177.70966,3
255,144.44955,207.20573,17
255,311.38992,371.75488,0
255,74.96038,77.22599,2
255,452.46686,136.4138,36
256,143.84616,207.345,17
256,315.0404,177.69365,3
256,311.41013,371.75192,0
256,74.77029,77.29314,2
256,452.42578,136.41008,36
257,315.1567,177.91614,3
257,143.56226,207.66724,17
257,311.4251,371.82587,0
257,417.22815,137.77567,36
257,76.69775,78.00344,2
258,143.6911,207.99968,17
258,314.78857,177.97823,3
258,311.42108,371.77682,0
258,417.1674,137.89464,36
258,74.98778,77.62972,2
259,144.48398,208.27148,17
259,311.42035,371.72925,0
259,314.38867,178.99529,3
259,75.276764,77.78368,2
259,417.31424,137.49042,36
259,349.52527,165.72917,34
259,319.46793,318.2737,1
260,144.83722,208.83914,17
260,311.41077,371.68103,0
260,314.80377,178.6235,3
260,384.96198,141.71642,36
260,76.52042,77.89963,2
260,348.37665,167.31165,34
260,319.4991,318.19766,1
261,145.01901,209.0262,17
261,311.4075,371.5951,0
261,314.16043,178.50043,3
261,77.3343,77.69359,2
261,348.50195,166.96342,34
261,416.70038,138.93938,36
261,319.55243,318.35294,1
262,146.19687,209.01776,17
262,311.27283,372.18698,0
262,314.02704,178.83366,3
262,76.154045,78.12616,2
262,348.54987,166.92142,34
262,416.68964,138.95435,36
263,146.16006,209.01326,17
263,311.35532,371.2778,0
263,314.1166,179.01492,3
263,348.6325,166.95737,34
263,77.19612,77.19767,2
263,416.7738,139.00137,36
263,319.13464,317.41888,1
264,148.24939,209.46451,17
264,311.26294,371.8081,0
264,416.64606,139.20045,36
264,315.3544,179.7117,3
264,79.30147,76.530716,2
264,320.1702,318.411,1
265,148.70174,209.12607,17
265,311.34674,370.83273,0
265,326.1943,321.188,1
265,315.43634,179.91907,3
265,416.66858,139.00046,36
266,148.72403,209.11987,17
266,311.1786,371.3012,0
266,326.2433,321.20282,1
266,416.64825,139.19653,36
266,315.44714,180.07065,3
267,148.4685,209.12064,17
267,311.2098,370.79318,0
267,326.4109,321.23907,1
267,78.37894,74.69709,2
267,315.63635,180.38171,3
267,348.953,167.70709,34
268,148.58255,209.4577,17
268,311.18448,370.7992,0
268,326.58414,321.26746,1
268,450.97913,139.53656,36
268,78.789635,74.7298,2
269,148.736,209.43884,17
269,311.1583,370.84186,0
269,81.169785,75.97468,2
269,450.969,139.59052,36
269,320.83197,319.24963,1
270,311.1449,371.34045,0
270,149.3028,209.48862,17
270,82.33052,77.628006,2
270,450.94745,139.53714,36
270,314.95032,180.9134,3
270,256.43845,185.10095,42
270,319.84744,320.3958,1
271,311.2472,370.89832,0
271,149.49742,209.26175,17
271,82.44257,77.65166,2
271,450.97882,139.77461,36
271,315.1734,180.75151,3
271,256.42862,185.03241,42
271,320.0796,319.06976,1
272,311.22552,370.88232,0
272,150.22217,210.99258,17
272,256.6261,186.42386,42
272,82.85355,77.65735,2
272,315.84955,180.99619,3
272,450.83344,139.86429,36
272,319.7154,318.98083,1
272,347.7453,169.61932,34
273,311.27332,370.89594,0
273,150.13007,211.28891,17
273,82.188835,76.713036,2
273,256.64758,186.4704,42
273,315.53833,180.24701,3
273,450.90067,139.78543,36
273,319.52112,318.71948,1
273,347.68085,169.70729,34
274,311.21564,370.88013,0
274,149.84792,211.94484,17
274,82.157585,76.64321,2
274,315.4749,180.55267,3
274,450.88696,139.8695,36
274,319.40268,318.63922,1
274,347.484,169.7406,34
275,311.1039,370.7166,0
275,150.63904,211.52185,17
275,315.46274,179.82779,3
275,81.51752,76.641335,2
275,319.23578,318.51395,1
275,347.41132,169.75748,34
276,150.45969,211.56119,17
276,311.27386,370.4932,0
276,315.40356,180.1348,3
276,83.05318,76.61289,2
276,347.60004,169.92407,34
276,318.59906,317.6903,1
277,84.04471,75.15513,2
277,315.28174,179.87932,3
277,150.18314,212.63272,17
277,309.37207,369.39294,0
277,347.2868,169.20074,34
277,257.47943,185.77676,42
277,318.6228,317.66528,1
278,83.63338,75.26554,2
278,150.73312,211.39076,17
278,315.31522,180.05612,3
278,309.3777,369.3689,0
278,318.56512,317.53864,1
279,83.40558,74.825485,2
279,151.46162,210.62134,17
279,315.7898,180.48929,3
279,309.30914,369.20697,0
279,318.45496,317.4135,1
279,258.21432,186.8357,42
280,83.51398,74.74631,2
280,150.86366,210.45981,17
280,316.32333,180.56349,3
280,309.29437,369.23724,0
280,318.47217,317.33173,1
281,83.64961,74.11155,2
281,150.83041,210.86415,17
281,315.66824,180.52686,3
281,318.50073,317.20248,1
281,309.3529,369.2345,0
281,258.05658,187.14944,42
282,150.99919,211.02939,17
282,83.520966,74.362526,2
282,315.51184,180.63602,3
282,309.5271,369.37164,0
282,317.79053,317.17172,1
282,258.0987,187.14801,42
283,151.01474,212.15819,17
283,83.52963,74.67022,2
283,315.61383,180.78586,3
283,309.58423,369.44495,0
283,317.1681,317.44748,1
283,258.34113,186.0351,42
284,150.98605,212.5167,17
284,83.52536,74.770935,2
284,315.69196,180.876,3
284,309.6272,369.42374,0
284,317.23602,317.3786,1
284,258.1408,185.48967,42
285,152.51416,213.67392,17
285,309.6053,369.40344,0
285,317.47092,316.9471,1
285,83.41205,74.85546,2
285,315.38797,179.9539,3
285,353.64166,144.40622,34
286,152.50914,213.95914,17
286,84.64675,75.31381,2
286,309.6176,369.42688,0
286,318.98206,317.75473,1
286,315.35995,179.77478,3
286,353.65338,144.43663,34
287,152.62643,213.88315,17
287,317.91348,318.3119,1
287,310.70575,369.5066,0
287,84.46318,74.585724,2
287,315.3716,179.61133,3
287,353.62292,144.4403,34
288,152.91858,214.2354,17
288,310.8806,369.3933,0
288,319.76028,318.49542,1
288,315.59302,180.71474,3
288,84.62291,74.46228,2
289,310.85446,369.42477,0
289,152.88364,213.374,17
289,319.7655,318.49762,1
289,315.14157,180.60085,3
289,84.60982,74.51834,2
290,310.85022,369.46143,0
290,153.07652,213.64243,17
290,319.39383,317.9971,1
290,315.13824,180.6372,3
290,84.7784,74.44709,2
290,382.52313,144.44516,34
291,259.7433,186.72421,42
291,315.89697,181.7793,3
291,310.17322,369.742,0
291,153.04149,213.52734,17
291,382.74097,144.74823,34
291,320.32764,318.57697,1
291,84.70657,74.478775,2
292,316.8599,181.69647,3
292,310.20306,369.85168,0
292,153.23322,214.50734,17
292,382.80542,144.76735,34
292,319.91238,318.3813,1
293,260.83914,187.30681,42
293,317.53677,181.82529,3
293,310.20166,369.84143,0
293,152.65405,214.62933,17
293,319.85425,318.44455,1
294,316.67792,181.84521,3
294,310.2657,369.6981,0
294,152.71893,214.94507,17
294,260.55817,186.76135,42
295,316.78552,182.2408,3
295,310.3369,369.59058,0
295,152.79825,215.02744,17
295,260.55927,186.74564,42
296,317.60513,183.59567,3
296,153.97574,215.11797,17
296,310.32416,369.56357,0
296,260.6,186.733,42
297,317.18414,184.38054,3
297,153.75116,216.03296,17
297,310.31152,369.5443,0
297,260.59973,186.72903,42
298,153.99849,214.9632,17
298,310.25867,369.49374,0
298,317.59705,183.4285,3
298,317.9382,316.17523,1
298,260.50723,186.77534,42
299,153.9112,214.77615,17
299,310.23096,369.41312,0
299,260.446,186.84616,42
299,317.71503,316.3694,1
300,261.44727,187.64862,42
300,154.80371,215.37607,17
300,318.37463,188.54271,3
300,309.74512,369.66333,0
300,317.48254,316.0157,1
301,155.03159,215.61371,17
301,318.59686,188.517,3
301,261.332,187.99167,42
301,309.72192,369.6496,0
301,317.55536,315.97186,1
302,154.41711,215.7019,17
302,319.5693,188.45459,3
302,309.74445,369.6291,0
302,317.47382,315.28192,1
303,154.58273,215.6092,17
303,319.76794,189.52954,3
303,310.5169,369.92404,0
303,318.1402,314.74982,1
304,154.92767,216.52075,17
304,89.67023,76.160934,47
304,310.43185,369.99127,0
304,317.5817,314.82794,1
305,154.88583,216.29767,17
305,261.60513,188.5597,42
305,89.68777,76.208405,47
305,318.441,314.39813,1
305,310.8543,369.8614,0
305,320.22943,189.9827,3
306,155.48032,215.86522,17
306,90.10104,76.35646,47
306,310.175,369.86115,0
306,318.16672,314.4058,1
307,155.52213,216.0753,17
307,90.36618,76.399445,47
307,261.9386,188.3485,42
307,310.25714,369.95163,0
307,318.27045,314.3448,1
307,324.10468,194.25932,3
308,155.52505,216.05194,17
308,90.82415,76.381645,47
308,261.91397,188.34692,42
308,310.49545,370.16095,0
308,324.49704,194.1171,3
308,318.23743,314.3802,1
309,155.4395,216.11365,17
309,324.59958,194.4573,3
309,310.51096,370.17395,0
309,90.67377,76.388855,47
309,318.2829,314.48975,1
310,155.51608,216.09225,17
310,325.08392,194.83191,3
310,310.54523,370.2616,0
310,90.72571,76.44384,47
310,318.37457,314.7984,1
311,156.42847,217.54935,17
311,311.46402,370.34717,0
311,325.87012,195.41031,3
311,90.32286,76.24179,47
311,318.2497,314.66284,1
312,156.64746,217.05014,17
312,311.3465,370.78192,0
312,90.102844,77.693016,47
312,325.02234,195.31192,3
313,156.61172,217.35559,17
313,311.34012,370.73877,0
313,324.76794,195.42319,3
313,90.50351,77.78899,47
313,317.69238,314.84045,1
314,156.65085,217.40506,17
314,311.32544,370.8402,0
314,90.33388,77.75785,47
314,324.0172,195.1925,3
315,156.62915,216.9735,17
315,90.56119,77.82631,47
315,309.80847,370.32037,0
315,323.73767,194.88512,3
316,156.82764,216.65182,17
316,263.37454,188.16858,42
316,90.51091,77.76837,47
316,309.74854,370.14642,0
316,324.55206,196.1084,3
317,156.7728,217.15976,17
317,91.2781,77.23471,47
317,310.338,370.92978,0
317,323.8255,195.38492,3
317,318.41534,314.30298,1
318,156.7833,217.16222,17
318,91.731094,77.11278,47
318,309.91647,370.85745,0
318,325.1507,196.0964,3
318,318.3412,315.17322,1
319,157.60931,217.72543,17
319,91.29497,77.360535,47
319,311.22375,371.66086,0
319,323.83316,196.19576,3
319,318.7141,314.90094,1
320,157.5949,217.75034,17
320,311.25195,371.83444,0
320,92.97987,76.59302,47
320,324.74976,196.54713,3
320,318.69568,314.59665,1
321,157.6249,218.29527,17
321,311.31583,371.49042,0
321,326.26318,196.05794,3
321,318.4088,313.6126,1
321,92.22647,77.48639,47
322,158.08728,217.11365,17
322,311.40918,371.3838,0
322,264.61353,191.65443,42
322,318.45166,313.29974,1
322,92.110085,77.6139,47
322,324.8601,196.01627,3
323,157.86388,217.04922,17
323,311.165,372.90265,0
323,92.49727,77.43808,47
323,318.45618,313.30682,1
323,264.5929,191.66925,42
323,324.40524,196.3836,3
324,311.10974,372.6207,0
324,157.70227,217.5523,17
324,93.23552,77.89569,47
324,318.0174,314.1454,1
324,264.62256,191.42215,42
324,325.2376,197.18562,3
325,158.39417,218.14197,17
325,311.11887,372.58032,0
325,94.00651,78.01699,47
325,318.05948,314.25476,1
325,325.3306,197.12149,3
326,158.30673,218.15604,17
326,311.1135,372.7516,0
326,95.07915,77.67551,47
326,317.9588,314.16687,1
326,325.35043,197.51053,3
327,158.57597,218.38666,17
327,310.9618,372.76205,0
327,94.27093,77.90297,47
327,317.9913,313.56537,1
327,325.4947,197.66629,3
328,159.41599,218.27353,17
328,311.05807,372.9856,0
328,318.30365,313.1668,1
328,327.42377,198.47769,3
329,159.45499,218.21326,17
329,310.9675,372.5943,0
329,318.21295,313.66418,1
329,327.4295,199.38467,3
329,92.88377,76.78885,47
330,160.13434,218.89465,17
330,326.49304,199.78224,3
330,310.74646,372.63208,0
330,318.35992,313.6854,1
330,92.79303,75.203476,47
331,160.02454,218.17508,17
331,310.88226,373.12878,0
331,318.55145,312.63614,1
331,326.9605,199.63528,3
331,93.32779,75.028145,47
332,159.83563,218.332,17
332,310.40112,372.70587,0
332,318.4978,312.8927,1
332,326.86,199.58704,3
332,93.28968,72.44709,47
333,310.70172,372.93494,0
333,159.92538,218.53442,17
333,318.53522,312.6752,1
333,327.226,199.18332,3
333,93.30304,72.089294,47
334,310.5429,373.12674,0
334,159.9845,218.79123,17
334,318.48917,312.7176,1
334,96.94166,72.47098,47
334,327.3144,199.45694,3
335,310.42914,373.99496,0
335,159.79892,218.73624,17
335,319.1367,311.5594,1
335,97.146225,71.25033,47
335,327.68982,200.34537,3
336,310.91003,376.28485,0
336,319.1206,311.6458,1
336,96.08266,71.88375,47
336,326.97205,200.64081,3
336,160.0177,219.8903,17
337,98.05975,71.29894,47
337,310.14215,376.4594,0
337,318.92163,311.4485,1
337,160.47726,219.67557,17
337,326.56085,202.07684,3
338,98.08342,71.27734,47
338,309.66666,377.83472,0
338,318.86346,311.3592,1
338,160.16061,218.90182,17
338,326.64612,201.81686,3
339,318.72113,311.1173,1
339,309.34314,377.8128,0
339,327.63135,201.8746,3
339,97.82349,70.916245,47
339,160.3707,219.71286,17
340,161.17249,219.50468,17
340,318.92163,310.5105,1
340,308.73932,378.8772,0
340,95.90288,71.31919,47
340,328.2494,202.08656,3
341,161.03308,219.74846,17
341,319.06934,310.6526,1
341,310.37207,379.1194,0
341,96.81253,70.12518,47
341,328.58286,202.45218,3
342,160.94565,220.49637,17
342,319.02115,310.77936,1
342,310.14496,381.23523,0
342,96.755325,70.22037,47
342,328.55298,202.42017,3
343,160.96866,220.55411,17
343,319.0357,310.79224,1
343,310.1076,381.14636,0
343,97.725204,69.27812,47
343,328.8899,202.6101,3
344,161.1543,220.61139,17
344,99.396835,69.57089,47
344,318.8416,310.85336,1
344,309.1162,381.71765,0
344,328.83368,202.84581,3
345,161.34787,220.99283,17
345,99.42242,68.41031,47
345,318.45215,309.8625,1
345,309.2566,381.68976,0
345,329.09192,203.01364,3
346,161.20688,221.30084,17
346,310.50488,381.6568,0
346,328.39926,202.3135,3
346,318.62457,309.99033,1
346,99.16913,68.28705,47
347,161.23233,221.40744,17
347,328.6366,202.31915,3
347,318.8535,309.3039,1
347,98.9091,68.25854,47
347,310.16193,382.58957,0
348,160.99295,221.55432,17
348,437.67737,177.55965,56
348,310.9397,383.17487,0
348,328.34613,202.92807,3
348,319.02795,309.66092,1
348,98.76842,67.91114,47
349,161.09137,221.62303,17
349,328.7956,202.27245,3
349,437.68158,177.55063,56
349,98.960396,67.87777,47
349,308.7323,381.98355,0
349,319.29474,310.22217,1
350,161.13104,221.8768,17
350,328.75055,202.40814,3
350,98.782646,67.758316,47
350,308.49908,382.0166,0
350,319.1239,310.28094,1
351,161.77518,221.80054,17
351,328.53278,202.41731,3
351,98.68194,67.48319,47
351,308.5216,383.27496,0
351,319.07208,309.92905,1
352,161.60504,222.22589,17
352,328.5891,202.32404,3
352,99.92971,65.89034,47
352,319.15796,309.34436,1
352,438.05347,177.3392,56
352,308.49933,383.2221,0
353,162.13129,222.92833,17
353,328.77435,202.61978,3
353,99.831955,65.49793,47
353,318.9493,309.47797,1
353,308.6443,383.57922,0
353,437.69507,177.50598,56
354,162.2041,223.21219,17
354,100.928375,65.33693,47
354,318.61255,308.89465,1
354,328.7591,202.52045,3
354,308.27115,383.65985,0
354,437.69897,177.50308,56
355,162.3967,223.36118,17
355,101.167786,64.84749,47
355,309.06833,384.63092,0
355,328.83032,202.37802,3
355,319.58472,308.48077,1
355,437.72122,177.18658,56
356,162.42532,223.6424,17
356,101.325836,64.68686,47
356,328.9292,202.51675,3
356,319.57068,308.4754,1
356,309.57422,384.55103,0
357,162.54327,223.66623,17
357,308.31958,384.63916,0
357,101.268234,63.99528,47
357,319.42566,308.39142,1
357,329.0661,203.48355,3
357,438.65668,177.08188,56
358,162.53448,223.84654,17
358,308.3385,384.57254,0
358,101.44172,63.830757,47
358,319.36865,308.47052,1
358,329.08884,203.52846,3
358,438.64108,177.0123,56
359,163.30347,223.738,17
359,329.74686,203.56087,3
359,308.07587,385.42267,0
359,101.15702,63.289204,47
359,319.5832,308.49063,1
359,438.64197,177.0416,56
360,162.70013,223.6315,17
360,319.6616,308.68646,1
360,307.72614,385.48898,0
360,329.69965,203.80571,3
360,101.34604,63.291817,47
361,162.80658,224.68887,17
361,319.67657,308.71594,1
361,307.778,385.542,0
361,100.15165,62.6448,47
361,328.72205,204.07434,3
362,162.80534,224.54651,17
362,319.65863,308.63553,1
362,307.66806,386.80334,0
362,100.2628,62.85488,47
362,328.3844,204.15845,3
363,164.03171,224.92252,17
363,320.24075,307.96533,1
363,308.1236,386.52393,0
363,328.43365,204.00677,3
363,100.31334,62.757492,47
364,163.60062,224.99255,17
364,320.2163,307.8158,1
364,328.17346,204.74211,3
364,308.11682,386.502,0
364,101.07061,62.21778,47
365,164.10089,225.34695,17
365,320.1798,307.76688,1
365,328.19153,204.86478,3
365,309.19012,386.92816,0
366,164.14026,226.23471,17
366,320.1335,307.8719,1
366,308.37302,387.3213,0
366,328.29694,204.69815,3
367,164.54193,226.20325,17
367,320.42645,308.0384,1
367,327.87372,205.53731,3
367,307.8655,387.30005,0
368,167.12378,227.02242,17
368,320.6764,307.6062,1
368,327.88882,205.65628,3
368,307.84784,387.37512,0
369,320.7696,307.8659,1
369,167.26868,226.22769,17
369,308.41522,387.68585,0
369,440.45892,174.91919,56
369,331.4217,205.99571,3
370,322.03522,306.71497,1
370,167.8552,227.65704,17
370,308.29306,387.54706,0
370,331.34998,205.94254,3
371,322.1887,306.6345,1
371,169.40454,227.00461,17
371,307.50818,387.63208,0
371,332.12146,205.21985,3
371,441.27234,174.6036,56
372,323.9738,307.17047,1
372,309.2669,387.17603,0
372,168.50562,227.3691,17
372,331.05316,205.38254,3
372,415.46826,364.76508,60
